UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75
227368,5,5,1,5,5,3,5,1,3,3,5,3,R,18377,R,8124,R,10253,A,,R,0,R,17310,R,7439,R,9871,A,,R,0,R,7013,R,3130,R,3883,A,,R,0,R,5491,R,2388,R,3103,A,,R,0,R,1522,R,742,R,780,A,,R,0,R,1830,R,27,R,1532,R,23,R,460,R,510,R,560,R,420,R,480,R,530,R,15,R,18,R,21,R,14,R,17,R,21,R,15,R,17,R,20
227429,1,3,1,5,1,1,3,1,3,5,5,5,R,3088,R,1146,R,1942,R,0,R,0,R,1244,R,438,R,806,A,,R,0,R,169,R,64,R,105,A,,R,0,R,140,R,59,R,81,A,,R,0,R,29,R,5,R,24,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
227526,1,1,1,5,5,5,1,5,3,5,5,5,R,12936,R,4471,R,8465,A,,R,0,R,10259,R,3369,R,6890,A,,R,0,R,1885,R,544,R,1341,A,,R,0,R,1822,R,518,R,1304,A,,R,0,R,63,R,26,R,37,A,,R,0,R,1182,R,63,R,305,R,16,R,450,R,500,R,550,R,410,R,470,R,530,R,16,R,19,R,21,R,14,R,18,R,21,R,15,R,17,R,20
227757,5,5,1,5,1,5,5,1,3,5,1,3,R,32473,R,17033,R,15436,S,,S,,R,2597,R,1330,R,1267,S,,S,,R,1148,R,587,R,561,S,,S,,R,1148,R,587,R,561,S,,S,,A,,A,,A,,S,,S,,R,546,R,48,R,248,R,22,R,740,R,760,R,770,R,770,R,790,R,800,R,34,R,35,R,35,R,35,R,35,R,36,R,33,R,35,R,36
227845,1,5,1,5,1,5,5,1,3,5,1,5,R,5830,R,2160,R,3664,A,,R,6,R,4747,R,1695,R,3048,A,,R,4,R,453,R,180,R,272,A,,R,1,R,453,R,180,R,272,A,,R,1,R,0,R,0,R,0,A,,R,0,R,81,R,18,R,20,R,4,R,500,R,570,R,630,R,470,R,540,R,610,R,22,R,26,R,28,R,21,R,23,R,30,R,18,R,23,R,25
227863,1,5,1,5,5,5,5,1,5,5,1,3,R,2878,R,1113,R,1764,A,,R,1,R,2588,R,1001,R,1587,A,,R,0,R,769,R,306,R,463,A,,R,0,R,754,R,299,R,455,A,,R,0,R,15,R,7,R,8,A,,R,0,R,235,R,31,R,23,R,3,R,500,R,550,R,610,R,480,R,540,R,600,R,18,R,21,R,25,R,17,R,21,R,25,R,17,R,19,R,24
227881,1,5,1,5,3,3,5,1,3,5,5,3,R,17179,R,5966,R,11213,A,,R,0,R,15506,R,5257,R,10249,A,,R,0,R,3270,R,1238,R,2032,A,,R,0,R,3171,R,1200,R,1971,A,,R,0,R,99,R,38,R,61,A,,R,0,R,1711,R,52,R,205,R,6,R,480,R,530,R,570,R,450,R,510,R,550,R,17,R,20,R,24,R,18,R,22,R,26,R,16,R,18,R,22
228042,1,3,5,3,5,3,3,1,3,5,5,5,R,2475,R,1048,R,1379,R,6,R,42,R,2183,R,921,R,1222,R,5,R,35,R,326,R,163,R,163,R,0,R,0,R,322,R,163,R,159,A,,R,0,R,4,R,0,R,4,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
228149,1,3,1,3,5,3,5,1,3,3,5,3,R,4724,R,1754,R,2970,R,0,R,0,R,4618,R,1710,R,2908,A,,R,0,R,583,R,231,R,352,A,,R,0,R,579,R,231,R,348,A,,R,0,R,4,R,0,R,4,A,,R,0,R,239,R,41,R,65,R,11,R,465,R,560,R,665,R,435,R,540,R,645,R,15,R,20,R,27,R,14,R,20,R,26,R,14,R,19,R,25
228246,1,5,1,1,1,5,5,1,3,5,1,5,R,15245,R,7131,R,8114,A,,R,0,R,9657,R,4384,R,5273,A,,R,0,R,1716,R,841,R,875,A,,R,0,R,1715,R,840,R,875,A,,R,0,R,1,R,1,R,0,A,,R,0,R,266,R,16,R,160,R,9,R,670,R,700,R,740,R,670,R,720,R,750,R,30,R,32,R,34,R,30,R,33,R,35,R,27,R,30,R,33
228325,1,3,1,3,1,3,1,1,1,3,1,3,R,656,R,396,R,260,A,,R,0,R,584,R,344,R,240,A,,R,0,R,332,R,196,R,136,A,,R,0,R,329,R,195,R,134,A,,R,0,R,3,R,1,R,2,A,,R,0,R,328,R,99,R,4,R,1,R,460,R,500,R,550,R,430,R,480,R,540,S,,S,,S,,S,,S,,S,,S,,S,,S,
228343,1,5,1,1,1,3,5,1,3,5,1,5,R,6313,R,2722,R,3583,A,,R,8,R,2718,R,1087,R,1631,A,,R,0,R,374,R,170,R,204,A,,R,0,R,374,R,170,R,204,A,,R,0,R,0,R,0,R,0,A,,R,0,R,165,R,44,R,47,R,13,R,580,R,620,R,670,R,550,R,590,R,630,R,26,R,29,R,30,R,25,R,27,R,31,R,24,R,26,R,29
228431,5,1,1,5,3,3,5,1,3,3,3,3,R,13596,R,5114,R,8482,A,,R,0,R,12779,R,4758,R,8021,A,,R,0,R,2186,R,791,R,1395,A,,R,0,R,2161,R,781,R,1380,A,,R,0,R,25,R,10,R,15,A,,R,0,R,941,R,43,R,260,R,12,R,500,R,540,R,600,R,470,R,520,R,570,R,18,R,21,R,24,R,17,R,21,R,23,R,17,R,19,R,23
228459,3,1,1,1,3,3,1,1,3,3,1,3,R,34146,R,12850,R,21152,S,,S,,R,30498,R,11133,R,19241,S,,S,,R,8195,R,3141,R,5011,S,,S,,R,7890,R,3006,R,4844,S,,S,,R,305,R,135,R,167,S,,S,,R,3369,R,41,R,484,R,6,R,500,R,560,R,610,R,480,R,540,R,590,R,19,R,22,R,25,R,18,R,22,R,26,R,17,R,21,R,24
228468,1,3,1,5,3,3,5,1,3,5,5,5,R,758,R,258,R,500,A,,R,0,R,594,R,256,R,338,A,,R,0,R,123,R,58,R,65,A,,R,0,R,118,R,54,R,64,A,,R,0,R,5,R,4,R,1,A,,R,0,R,121,R,98,R,38,R,31,R,465,R,525,R,610,R,445,R,510,R,590,R,17,R,19,R,25,R,17,R,20,R,26,R,15,R,17,R,23
228501,1,1,1,3,3,3,5,1,1,3,3,3,R,1159,R,623,R,536,A,,R,0,R,1144,R,617,R,527,A,,R,0,R,209,R,120,R,89,A,,R,0,R,204,R,117,R,87,A,,R,0,R,5,R,3,R,2,A,,R,0,R,31,R,15,R,11,R,5,R,470,R,500,R,550,R,460,R,500,R,560,R,15,R,21,R,24,R,17,R,18,R,24,R,15,R,19,R,21
228529,1,1,1,1,3,3,5,1,3,3,3,3,R,13705,R,5039,R,8666,A,,R,0,R,12273,R,4339,R,7934,A,,R,0,R,2986,R,1150,R,1836,A,,R,0,R,2835,R,1073,R,1762,A,,R,0,R,151,R,77,R,74,A,,R,0,R,1390,R,47,R,422,R,14,R,500,R,540,R,590,R,480,R,530,R,570,R,19,R,21,R,24,R,16,R,20,R,23,R,17,R,20,R,24
228705,5,5,1,3,5,5,5,1,3,5,5,3,R,8846,R,4065,R,4781,A,,R,0,R,8043,R,3579,R,4464,A,,R,0,R,1286,R,663,R,623,A,,R,0,R,1250,R,651,R,599,A,,R,0,R,36,R,12,R,24,A,,R,0,R,7,R,1,R,3,R,0,R,510,R,520,R,550,R,480,R,530,R,560,S,,S,,S,,S,,S,,S,,S,,S,,S,
228723,1,1,1,5,5,3,5,1,3,5,1,3,R,54669,R,27258,R,27411,A,,R,0,R,31397,R,15582,R,15815,A,,R,0,R,12530,R,6291,R,6239,A,,R,0,R,10928,R,5415,R,5513,A,,R,0,R,1602,R,876,R,726,A,,R,0,R,8888,R,79,R,2328,R,21,R,580,R,630,R,690,R,570,R,640,R,710,R,25,R,28,R,31,R,24,R,28,R,33,R,24,R,27,R,30
228769,1,5,1,5,3,3,5,1,3,3,3,3,R,24623,R,10879,R,13744,A,,R,0,R,19675,R,8551,R,11124,A,,R,0,R,5202,R,2465,R,2737,A,,R,0,R,4649,R,2225,R,2424,A,,R,0,R,553,R,240,R,313,A,,R,0,R,3638,R,70,R,599,R,12,R,510,R,560,R,620,R,500,R,560,R,620,R,19,R,23,R,27,R,18,R,22,R,26,R,17,R,22,R,26
228778,5,5,1,1,5,5,5,1,3,5,5,3,R,72885,R,35912,R,36750,A,,R,223,R,19417,R,8101,R,11264,A,,R,52,R,9210,R,3847,R,5343,A,,R,20,R,9075,R,3802,R,5254,A,,R,19,R,135,R,45,R,89,A,,R,1,R,5189,R,56,R,1686,R,18,R,630,R,690,R,740,R,620,R,700,R,770,R,27,R,31,R,33,R,26,R,32,R,35,R,25,R,29,R,33
228787,1,5,1,5,5,5,5,1,3,5,5,3,R,31789,R,16064,R,15725,A,,R,0,R,20704,R,10064,R,10640,A,,R,0,R,4196,R,2273,R,1923,A,,R,0,R,4007,R,2165,R,1842,A,,R,0,R,189,R,108,R,81,A,,R,0,R,3290,R,78,R,566,R,15,R,580,R,630,R,690,R,580,R,650,R,720,R,24,R,28,R,32,R,23,R,27,R,34,R,24,R,28,R,32
228796,1,1,1,5,3,3,5,1,1,3,3,3,R,11996,R,5631,R,6365,R,0,R,0,R,11986,R,5626,R,6360,A,,R,0,R,4019,R,1868,R,2151,A,,R,0,R,3185,R,1490,R,1695,A,,R,0,R,834,R,378,R,456,A,,R,0,R,2188,R,54,R,91,R,2,R,450,R,490,R,550,R,410,R,470,R,530,R,17,R,19,R,22,R,15,R,19,R,22,R,16,R,17,R,20
228802,1,1,1,1,3,3,5,1,3,3,3,3,R,5603,R,1969,R,3634,A,,R,0,R,5268,R,1823,R,3445,A,,R,0,R,1423,R,508,R,915,A,,R,0,R,1220,R,426,R,794,A,,R,0,R,203,R,82,R,121,A,,R,0,R,491,R,35,R,185,R,13,R,510,R,560,R,610,R,500,R,540,R,590,R,20,R,23,R,26,R,21,R,24,R,30,R,18,R,21,R,25
228875,1,5,1,1,1,1,5,1,3,5,1,5,R,22307,R,8910,R,13397,A,,R,0,R,9925,R,3660,R,6265,A,,R,0,R,2453,R,945,R,1508,A,,R,0,R,2446,R,941,R,1505,A,,R,0,R,7,R,4,R,3,A,,R,0,R,548,R,22,R,503,R,21,R,580,R,630,R,680,R,560,R,620,R,670,R,26,R,29,R,31,R,26,R,31,R,34,R,25,R,27,R,30
228981,1,5,1,5,5,5,3,1,3,5,1,5,R,2306,R,1088,R,1210,R,0,R,8,R,2207,R,1031,R,1169,A,,R,7,R,370,R,212,R,158,A,,R,0,R,370,R,212,R,158,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
229018,1,5,5,5,5,5,5,1,3,5,5,3,R,1565,R,709,R,856,R,0,R,0,R,1485,R,659,R,826,A,,R,0,R,653,R,296,R,357,A,,R,0,R,604,R,279,R,325,A,,R,0,R,49,R,17,R,32,A,,R,0,R,240,R,37,R,35,R,5,R,470,R,520,R,570,R,440,R,500,R,560,R,17,R,22,R,23,R,17,R,21,R,24,R,14,R,21,R,23
229027,1,1,1,5,5,5,5,1,3,5,5,3,R,25422,R,11053,R,14369,A,,R,0,R,22063,R,9330,R,12733,A,,R,0,R,5980,R,2818,R,3162,A,,R,0,R,4671,R,2194,R,2477,A,,R,0,R,1309,R,624,R,685,A,,R,0,R,3648,R,61,R,416,R,7,R,510,R,560,R,620,R,490,R,540,R,600,R,19,R,23,R,25,R,18,R,21,R,25,R,17,R,21,R,25
229063,1,1,5,5,5,5,5,1,3,3,3,5,R,9391,R,3143,R,6248,A,,R,0,R,9101,R,3021,R,6080,A,,R,0,R,1628,R,603,R,1025,A,,R,0,R,1522,R,557,R,965,A,,R,0,R,106,R,46,R,60,A,,R,0,R,603,R,37,R,230,R,14,R,420,R,470,R,520,R,380,R,430,R,480,R,15,R,17,R,19,R,13,R,16,R,19,R,15,R,16,R,17
229115,1,1,1,5,5,5,5,1,3,5,5,3,R,34356,R,15756,R,18600,A,,R,0,R,24958,R,11319,R,13639,A,,R,0,R,6772,R,3186,R,3586,A,,R,0,R,6701,R,3161,R,3540,A,,R,0,R,71,R,25,R,46,A,,R,0,R,2241,R,33,R,758,R,11,R,550,R,600,R,640,R,540,R,580,R,640,R,23,R,25,R,28,R,21,R,24,R,28,R,21,R,24,R,27
229160,1,5,1,5,5,3,5,1,3,3,3,3,R,5036,R,2151,R,2885,A,,R,0,R,3483,R,1446,R,2037,A,,R,0,R,479,R,244,R,235,A,,R,0,R,478,R,243,R,235,A,,R,0,R,1,R,1,R,0,A,,R,0,R,78,R,16,R,4,R,1,R,500,R,520,R,520,R,520,R,550,R,580,S,,S,,S,,S,,S,,S,,S,,S,,S,
229179,1,5,1,3,3,3,3,1,3,3,3,3,R,8353,R,613,R,7639,A,,R,101,R,8029,R,580,R,7351,A,,R,98,R,1596,R,92,R,1504,A,,R,0,R,1566,R,90,R,1476,A,,R,0,R,30,R,2,R,28,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
229267,1,5,1,1,1,3,5,1,3,5,1,5,R,12506,R,5481,R,7023,S,,S,,R,3241,R,1359,R,1882,S,,S,,R,650,R,298,R,352,S,,S,,R,650,R,298,R,352,S,,S,,A,,A,,A,,S,,S,,R,186,R,29,R,89,R,14,R,680,R,710,R,750,R,660,R,695,R,750,R,31,R,32,R,34,R,31,R,34,R,35,R,26,R,29,R,32
229780,1,3,1,3,3,3,3,1,3,3,3,3,R,1939,R,993,R,932,A,,R,14,R,1085,R,589,R,494,A,,R,2,R,347,R,223,R,124,A,,R,0,R,316,R,211,R,105,A,,R,0,R,31,R,12,R,19,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
229814,3,3,1,3,5,5,5,3,5,3,5,3,R,3717,R,1406,R,2254,R,57,R,0,R,3668,R,1388,R,2223,R,57,R,0,R,1197,R,495,R,702,R,0,R,0,R,1167,R,482,R,685,A,,R,0,R,30,R,13,R,17,A,,R,0,R,572,R,48,R,382,R,32,R,480,R,530,R,590,R,470,R,520,R,580,R,18,R,20,R,23,R,16,R,19,R,23,R,17,R,20,R,23
230038,1,3,1,5,1,3,5,1,3,5,1,3,R,11698,R,5470,R,6228,A,,R,0,R,7929,R,3324,R,4605,A,,R,0,R,6147,R,2581,R,3566,A,,R,0,R,6000,R,2522,R,3478,A,,R,0,R,147,R,59,R,88,A,,R,0,R,739,R,12,R,2807,R,46,R,640,R,680,R,730,R,630,R,680,R,730,R,28,R,30,R,32,R,27,R,31,R,34,R,26,R,28,R,31
230047,1,5,1,5,1,5,1,1,3,5,1,5,R,1020,R,299,R,721,A,,R,0,R,479,R,203,R,276,A,,R,0,R,360,R,139,R,221,A,,R,0,R,354,R,135,R,219,A,,R,0,R,6,R,4,R,2,A,,R,0,R,43,R,12,R,88,R,24,R,480,R,570,R,620,R,480,R,520,R,570,R,21,R,23,R,25,R,20,R,23,R,25,R,19,R,22,R,25
230603,1,3,3,3,3,3,3,1,3,3,3,3,R,19080,R,8584,R,10445,A,,R,51,R,15605,R,6880,R,8694,A,,R,31,R,2134,R,913,R,1221,A,,R,0,R,1950,R,785,R,1165,A,,R,0,R,184,R,128,R,56,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
230728,1,5,1,5,3,3,5,1,3,3,3,3,R,20871,R,9989,R,10882,R,0,R,0,R,19299,R,9256,R,10043,A,,R,0,R,4598,R,1950,R,2648,A,,R,0,R,4146,R,1749,R,2397,A,,R,0,R,452,R,201,R,251,A,,R,0,R,585,R,13,R,3309,R,72,R,540,R,600,R,650,R,530,R,570,R,640,R,20,R,24,R,28,R,19,R,23,R,28,R,18,R,23,R,27
230764,1,3,1,5,5,5,5,1,3,5,5,3,R,26822,R,13715,R,13092,A,,R,15,R,23062,R,11633,R,11418,A,,R,11,R,6001,R,3039,R,2962,A,,R,0,R,5858,R,2967,R,2891,A,,R,0,R,143,R,72,R,71,A,,R,0,R,574,R,10,R,2252,R,38,R,600,R,645,R,690,R,590,R,640,R,690,R,22,R,26,R,29,R,21,R,25,R,30,R,21,R,25,R,28
230807,1,5,1,5,5,3,5,5,3,5,5,5,R,2964,R,1166,R,1798,R,0,R,0,R,1973,R,723,R,1250,A,,R,0,R,192,R,89,R,103,A,,R,0,R,192,R,89,R,103,A,,R,0,R,0,R,0,R,0,A,,R,0,R,17,R,9,R,67,R,35,R,540,R,630,R,670,R,530,R,590,R,640,R,23,R,25,R,29,R,21,R,24,R,26,R,20,R,24,R,26
230816,1,5,1,1,1,5,5,1,3,5,1,3,R,2996,R,1125,R,1854,A,,R,17,R,1334,R,271,R,1051,A,,R,12,R,154,R,34,R,117,A,,R,3,R,153,R,33,R,117,A,,R,3,R,1,R,1,R,0,A,,R,0,R,16,R,10,R,6,R,4,R,703,R,725,R,750,R,588,R,610,R,653,R,30,R,32,R,32,R,31,R,32,R,33,R,23,R,24,R,26
230852,1,5,1,1,5,5,5,1,3,5,5,5,R,3835,R,1561,R,2243,S,,S,,R,3180,R,1288,R,1863,S,,S,,R,366,R,223,R,139,S,,S,,R,340,R,213,R,123,S,,S,,R,26,R,10,R,16,S,,S,,R,49,R,13,R,14,R,4,R,620,R,670,R,700,R,600,R,640,R,680,R,26,R,28,R,29,R,23,R,26,R,29,R,23,R,26,R,28
230959,5,5,1,5,1,5,5,1,3,3,1,5,R,12540,R,5539,R,6985,S,,S,,R,1348,R,677,R,670,S,,S,,R,598,R,272,R,326,S,,S,,R,598,R,272,R,326,S,,S,,A,,A,,A,,S,,S,,R,151,R,25,R,100,R,17,R,720,R,740,R,760,R,725,R,760,R,790,R,33,R,34,R,35,A,,A,,A,,A,,A,,A,
230995,1,3,3,3,5,3,5,1,3,3,3,3,R,5313,R,3247,R,2066,A,,R,0,R,3955,R,2374,R,1581,A,,R,0,R,544,R,376,R,168,A,,R,0,R,519,R,355,R,164,A,,R,0,R,25,R,21,R,4,A,,R,0,R,15,R,3,R,0,R,0,P,540,P,600,P,650,P,520,P,590,P,670,A,,A,,A,,A,,A,,A,,A,,A,,A,
231059,1,5,1,1,1,3,5,1,3,5,1,5,R,2788,R,1281,R,1502,S,,S,,R,2356,R,1018,R,1335,S,,S,,R,278,R,131,R,146,S,,S,,R,278,R,131,R,146,S,,S,,A,,A,,A,,S,,S,,R,24,R,9,R,11,R,4,R,570,R,620,R,660,R,550,R,590,R,620,R,26,R,28,R,31,R,24,R,28,R,33,R,22,R,26,R,28
231095,1,3,1,3,5,5,3,1,3,5,1,3,R,69,R,31,R,38,S,,S,,R,46,R,19,R,27,S,,S,,R,5,R,4,R,1,S,,S,,R,5,R,4,R,1,S,,S,,R,0,R,0,R,0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
231165,1,3,1,1,5,3,3,1,3,3,1,3,R,3529,R,1762,R,1760,R,0,R,7,R,2882,R,1476,R,1402,A,,R,4,R,662,R,361,R,301,A,,R,0,R,610,R,337,R,273,A,,R,0,R,52,R,24,R,28,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
231174,1,5,1,1,1,3,5,1,3,5,1,3,R,27138,R,9662,R,17476,A,,R,0,R,17722,R,5951,R,11771,A,,R,0,R,2808,R,1058,R,1750,A,,R,0,R,2791,R,1048,R,1743,A,,R,0,R,17,R,10,R,7,A,,R,0,R,787,R,28,R,303,R,11,R,660,R,690,R,730,R,630,R,670,R,710,R,30,R,31,R,32,R,30,R,34,R,35,R,26,R,28,R,31
231411,3,3,3,3,3,3,3,3,1,3,3,3,R,480,R,425,R,53,S,,S,,R,257,R,229,R,26,S,,S,,R,110,R,97,R,12,S,,S,,R,110,R,97,R,12,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
231420,1,3,1,5,5,3,5,1,3,3,5,3,R,2573,R,1437,R,1132,A,,R,4,R,1456,R,888,R,566,A,,R,2,C,263,C,176,C,87,A,,R,0,C,252,C,171,R,81,A,,R,0,C,11,C,5,C,6,A,,R,0,R,18,R,7,R,7,R,3,R,448,R,550,R,583,R,478,R,540,R,560,R,15,R,26,R,28,A,,A,,A,,A,,A,,A,
231554,1,1,1,3,3,3,3,1,3,3,3,3,R,1386,R,621,R,621,A,,R,144,R,822,R,395,R,311,A,,R,116,R,152,R,112,R,40,A,,R,0,R,149,R,110,R,39,A,,R,0,R,3,R,2,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
231581,1,5,1,5,5,3,5,5,3,5,5,3,R,3938,R,1814,R,2091,S,,S,,R,3612,R,1640,R,1942,S,,S,,R,366,R,199,R,163,S,,S,,R,366,R,199,R,163,S,,S,,A,,A,,A,,S,,S,,R,21,R,6,R,2,R,1,R,550,R,590,R,680,R,470,R,590,R,680,S,,S,,S,,S,,S,,S,,S,,S,,S,
231624,1,5,1,1,1,3,5,5,3,5,1,5,R,17798,R,6742,R,11047,A,,R,9,R,6064,R,2519,R,3544,A,,R,1,R,1614,R,643,R,971,A,,R,0,R,1614,R,643,R,971,A,,R,0,A,,A,,A,,A,,A,,R,696,R,43,R,252,R,16,R,710,R,740,R,760,R,690,R,730,R,770,R,32,R,33,R,34,R,34,R,35,R,35,R,28,R,30,R,33
231651,1,3,1,5,3,3,5,1,3,3,1,3,R,8414,R,3010,R,5404,A,,R,0,R,3207,R,1217,R,1990,A,,R,0,R,690,R,293,R,397,A,,R,0,R,430,R,176,R,254,A,,R,0,R,260,R,117,R,143,A,,R,0,R,74,R,11,R,26,R,4,R,530,R,600,R,650,R,460,R,530,R,600,R,19,R,25,R,26,R,20,R,25,R,26,R,18,R,23,R,25
231712,1,5,1,1,5,5,5,5,5,5,1,5,R,7341,R,3223,R,4118,A,,R,0,R,6316,R,2729,R,3587,A,,R,0,R,1140,R,535,R,605,A,,R,0,R,1139,R,534,R,605,A,,R,0,R,1,R,1,R,0,A,,R,0,R,430,R,38,R,37,R,3,R,550,R,610,R,660,R,510,R,560,R,630,R,25,R,27,R,30,A,,A,,A,,A,,A,,A,
232025,1,3,1,3,5,5,5,1,3,3,5,3,R,2569,R,1043,R,1526,R,0,R,0,R,2149,R,840,R,1309,A,,R,0,R,256,R,117,R,139,A,,R,0,R,256,R,117,R,139,A,,R,0,R,0,R,0,R,0,A,,R,0,R,26,R,10,R,27,R,11,R,548,R,585,R,640,R,503,R,535,R,583,R,20,R,23,R,26,R,18,R,22,R,26,R,17,R,21,R,26
232043,1,5,1,5,5,3,3,1,3,3,5,3,R,1470,R,589,R,875,S,,S,,R,1470,R,589,R,875,S,,S,,R,183,R,93,R,88,S,,S,,R,181,R,92,R,87,S,,S,,R,2,R,1,R,1,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
232089,1,5,1,5,5,5,5,1,3,5,5,3,R,1787,R,929,R,840,A,,R,18,R,1590,R,833,R,742,A,,R,15,R,183,R,102,R,76,A,,R,5,R,183,R,102,R,76,A,,R,5,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
232186,1,3,1,1,5,5,5,1,3,5,5,3,R,25234,R,11803,R,13417,S,,S,,R,22074,R,10027,R,12038,S,,S,,R,4464,R,2368,R,2094,S,,S,,R,4270,R,2252,R,2016,S,,S,,R,194,R,116,R,78,S,,S,,R,829,R,19,R,80,R,2,R,580,R,640,R,680,R,580,R,630,R,680,R,25,R,28,R,30,R,23,R,27,R,31,R,22,R,25,R,27
232256,5,5,1,5,1,3,5,1,3,5,5,5,R,3177,R,3177,R,0,A,,R,0,R,1300,R,1300,A,,A,,R,0,R,296,R,296,A,,A,,R,0,R,296,R,296,A,,A,,R,0,R,0,Z,0,A,,A,,R,0,R,22,R,7,R,14,R,5,R,520,R,600,R,640,R,510,R,580,R,610,R,23,R,26,R,28,R,23,R,25,R,27,R,21,R,26,R,28
232265,1,3,1,1,1,3,5,1,5,3,3,3,R,17885,R,5050,R,12808,R,27,R,0,R,11133,R,3039,R,8081,R,13,R,0,R,1147,R,362,R,785,R,0,R,0,R,1137,R,361,R,776,A,,R,0,R,10,R,1,R,9,A,,R,0,R,559,R,49,R,188,R,16,R,411,R,492,R,558,R,379,R,460,R,532,R,13,R,19,R,22,R,13,R,18,R,22,R,14,R,16,R,19
232308,1,5,1,5,1,3,5,1,3,5,1,3,R,2827,Z,0,R,2827,A,,R,0,R,1921,A,,R,1921,A,,R,0,R,184,A,,R,184,A,,R,0,R,184,A,,R,184,A,,R,0,A,,A,,A,,A,,A,,R,22,R,12,R,1,R,1,R,610,R,640,R,700,R,540,R,590,R,640,S,,S,,S,,S,,S,,S,,S,,S,,S,
232423,1,3,1,1,5,3,5,1,3,5,5,3,R,38428,R,15832,R,22589,S,,S,,R,27482,R,10663,R,16813,S,,S,,R,4990,R,2096,R,2892,S,,S,,R,4986,R,2094,R,2890,S,,S,,R,4,R,2,R,2,S,,S,,R,721,R,14,R,133,R,3,R,600,R,640,R,680,R,570,R,610,R,660,R,24,R,27,R,29,A,,A,,A,,A,,A,,A,
232557,1,3,1,5,3,3,3,1,3,3,1,3,R,24942,R,11223,R,13683,A,,R,36,R,24687,R,11095,R,13558,A,,R,34,R,6021,R,2941,R,3076,A,,R,4,R,4654,R,2153,R,2499,A,,R,2,R,1367,R,788,R,577,A,,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
232566,1,5,1,1,5,3,5,1,3,5,5,3,R,5391,R,1782,R,3609,S,,S,,R,4864,R,1585,R,3279,S,,S,,C,827,C,215,C,612,S,,S,,R,819,R,211,R,608,S,,S,,C,8,C,4,C,4,S,,S,,R,205,R,25,R,19,R,3,R,530,R,580,R,630,R,500,R,540,R,580,R,19,R,22,R,26,A,,A,,A,,A,,A,,A,
