UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A
366553,R,532,R,532,R,0,R,212,R,40,R,532,R,532,R,0,R,212,R,40,A,,A,,A,,A,,A,,R,419,R,79,R,2675015,R,6384,R,419,R,79,R,2675015,R,6384,R,0,Z,0,R,0,A,,R,405,R,76,R,2174386,R,5369,R,405,R,76,R,2174386,R,5369,R,0,Z,0,R,0,A,,R,429,R,81,R,3590386,R,8369,R,429,R,81,R,3590386,R,8369,R,0,Z,0,R,0,A,,R,191,R,90,R,191,R,90,R,149,R,70,R,805437,R,5406,R,149,R,70,R,805437,R,5406,R,149,R,70,R,805437,R,5406,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,170,R,80,R,1318637,R,7757,R,170,R,80,R,1318637,R,7757,R,0,R,0,R,0,A,
366571,R,22,R,22,R,0,R,0,R,0,R,22,R,22,R,0,R,0,R,0,A,,A,,A,,A,,A,,R,7,R,32,R,44913,R,6416,R,7,R,32,R,44913,R,6416,R,0,Z,0,R,0,A,,R,7,R,32,R,44913,R,6416,R,7,R,32,R,44913,R,6416,R,0,Z,0,R,0,A,,R,7,R,32,R,47838,R,6834,R,7,R,32,R,47838,R,6834,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
366623,R,284,R,51,R,233,R,12,R,4,A,,A,,A,,A,,A,,R,284,R,51,R,233,R,12,R,4,R,50,R,18,R,192231,R,3845,R,50,R,98,R,192231,R,3845,R,0,R,0,R,0,A,,R,28,R,10,R,141868,R,5067,R,28,R,55,R,141868,R,5067,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,12,R,100,R,12,R,100,R,12,R,100,R,58787,R,4899,R,8,R,67,R,45698,R,5712,R,8,R,67,R,45698,R,5712,R,0,R,0,R,0,A,,R,3,R,25,R,2900,R,967,R,6,R,50,R,10189,R,1698,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
366711,R,14246,R,14174,R,72,R,2500,R,18,R,14246,R,14174,R,72,R,2500,R,18,A,,A,,A,,A,,A,,R,9012,R,63,R,99355053,R,11025,R,9012,R,64,R,99355053,R,11025,R,0,R,0,R,0,A,,R,6070,R,43,R,33553566,R,5528,R,6070,R,43,R,33553566,R,5528,R,0,R,0,R,0,A,,R,4038,R,28,R,26407520,R,6540,R,4038,R,28,R,26407520,R,6540,R,0,R,0,R,0,A,,R,1982,R,79,R,1949,R,78,R,1784,R,71,R,19843704,R,11123,R,1159,R,46,R,7128744,R,6151,R,1159,R,46,R,6952371,R,5999,R,73,R,3,R,176373,R,2416,R,1695,R,68,R,6312285,R,3724,R,1150,R,46,R,6402675,R,5568,R,794,R,32,R,4815715,R,6065,R,770,R,31,R,3751157,R,4872,R,84,R,3,R,1064558,R,12673
367088,R,191,R,191,R,0,R,57,R,30,A,,A,,A,,A,,A,,R,191,R,191,R,0,R,57,R,30,R,100,R,52,R,560668,R,5607,R,100,R,52,R,560668,R,5607,R,0,Z,0,R,0,A,,R,97,R,51,R,546555,R,5635,R,97,R,51,R,546555,R,5635,R,0,Z,0,R,0,A,,R,115,R,60,R,762788,R,6633,R,115,R,60,R,762788,R,6633,R,0,Z,0,R,0,A,,R,47,R,82,R,46,R,81,R,28,R,49,R,152857,R,5459,R,28,R,49,R,149357,R,5334,R,26,R,46,R,146681,R,5642,R,9,R,16,R,2676,R,297,R,0,R,0,R,0,A,,R,1,R,2,R,3500,R,3500,R,44,R,77,R,331167,R,7527,R,44,R,77,R,290945,R,6612,R,5,R,9,R,40222,R,8044
367103,R,73,R,73,R,0,R,17,R,23,R,73,R,73,R,0,R,17,R,23,A,,A,,A,,A,,A,,R,35,R,48,R,198056,R,5659,R,35,R,48,R,198056,R,5659,R,0,Z,0,R,0,A,,R,35,R,48,R,183206,R,5234,R,35,R,48,R,183206,R,5234,R,0,Z,0,R,0,A,,R,30,R,41,R,201768,R,6726,R,30,R,41,R,201768,R,6726,R,0,Z,0,R,0,A,,R,15,R,88,R,15,R,88,R,12,R,71,R,79877,R,6656,R,12,R,71,R,79877,R,6656,R,12,R,71,R,72177,R,6015,R,12,R,71,R,7700,R,642,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,13,R,76,R,101411,R,7801,R,13,R,76,R,101411,R,7801,R,0,R,0,R,0,A,
367112,R,139,R,139,R,0,R,18,R,13,A,,A,,A,,A,,A,,R,139,R,139,R,0,R,18,R,13,R,109,R,78,R,575182,R,5277,R,109,R,78,R,575182,R,5277,R,0,Z,0,R,0,A,,R,85,R,61,R,466346,R,5486,R,85,R,61,R,466346,R,5486,R,0,Z,0,R,0,A,,R,85,R,61,R,700675,R,8243,R,85,R,61,R,700675,R,8243,R,0,Z,0,R,0,A,,R,11,R,61,R,4,R,22,R,4,R,22,R,23326,R,5832,R,4,R,22,R,22726,R,5682,R,4,R,22,R,22726,R,5682,R,0,R,0,R,0,A,,R,2,R,11,R,600,R,300,R,0,R,0,R,0,A,,R,4,R,22,R,32955,R,8239,R,4,R,22,R,32955,R,8239,R,0,R,0,R,0,A,
367158,R,104,R,104,R,0,R,45,R,43,A,,A,,A,,A,,A,,R,104,R,104,R,0,R,45,R,43,R,70,R,67,R,309325,R,4419,R,70,R,67,R,309325,R,4419,R,0,Z,0,R,0,A,,R,70,R,67,R,309325,R,4419,R,70,R,67,R,309325,R,4419,R,0,Z,0,R,0,A,,R,62,R,60,R,387754,R,6254,R,62,R,60,R,387754,R,6254,R,0,Z,0,R,0,A,,R,38,R,84,R,38,R,84,R,33,R,73,R,145446,R,4407,R,33,R,73,R,145446,R,4407,R,33,R,73,R,145446,R,4407,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,32,R,71,R,246312,R,7697,R,31,R,69,R,182285,R,5880,R,17,R,38,R,64027,R,3766
367361,R,71,R,71,R,0,R,15,R,21,R,71,R,71,R,0,R,15,R,21,A,,A,,A,,A,,A,,R,32,R,45,R,183669,R,5740,R,32,R,45,R,183669,R,5740,R,0,Z,0,R,0,A,,R,32,R,45,R,163004,R,5094,R,32,R,45,R,163004,R,5094,R,0,Z,0,R,0,A,,R,20,R,28,R,126451,R,6323,R,20,R,28,R,126451,R,6323,R,0,Z,0,R,0,A,,R,10,R,67,R,10,R,67,R,9,R,60,R,51318,R,5702,R,9,R,60,R,51318,R,5702,R,9,R,60,R,44743,R,4971,R,8,R,53,R,6575,R,822,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,7,R,47,R,42741,R,6106,R,7,R,47,R,42741,R,6106,R,0,R,0,R,0,A,
367431,R,37,R,37,R,0,R,16,R,43,A,,A,,A,,A,,A,,R,37,R,37,R,0,R,16,R,43,R,19,R,51,R,100468,R,5288,R,19,R,51,R,100468,R,5288,R,0,Z,0,R,0,A,,R,16,R,43,R,88993,R,5562,R,16,R,43,R,88993,R,5562,R,0,Z,0,R,0,A,,R,17,R,46,R,82652,R,4862,R,17,R,46,R,82652,R,4862,R,0,Z,0,R,0,A,,R,10,R,63,R,10,R,63,R,8,R,50,R,47045,R,5881,R,7,R,44,R,42070,R,6010,R,7,R,44,R,42070,R,6010,R,0,R,0,R,0,A,,R,1,R,6,R,4975,R,4975,R,0,R,0,R,0,A,,R,8,R,50,R,56342,R,7043,R,7,R,44,R,39342,R,5620,R,1,R,6,R,17000,R,17000
367459,R,7839,R,5087,R,2752,R,731,R,9,R,7839,R,5087,R,2752,R,731,R,9,A,,A,,A,,A,,A,,R,4405,R,56,R,10127471,R,2299,R,2177,R,43,R,9405797,R,4321,R,2228,R,81,R,721674,R,324,R,1817,R,23,R,8280700,R,4557,R,1811,R,36,R,8259908,R,4561,R,6,R,0,R,20792,R,3465,R,893,R,11,R,5255320,R,5885,R,890,R,17,R,5241834,R,5890,R,3,R,0,R,13486,R,4495,R,464,R,63,R,457,R,63,R,428,R,59,R,1943394,R,4541,R,321,R,44,R,1752295,R,5459,R,321,R,44,R,1728820,R,5386,R,40,R,5,R,23475,R,587,R,189,R,26,R,180474,R,955,R,7,R,1,R,10625,R,1518,R,128,R,18,R,611633,R,4778,R,126,R,17,R,584325,R,4638,R,2,R,0,R,27308,R,13654
367875,R,2274,R,1354,R,920,R,202,R,9,A,,A,,A,,A,,A,,R,2274,R,1354,R,920,R,202,R,9,R,115,R,5,R,440390,R,3829,R,115,R,8,R,440390,R,3829,R,0,R,0,R,0,A,,R,53,R,2,R,199182,R,3758,R,53,R,4,R,199182,R,3758,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,156,R,77,R,53,R,26,R,53,R,26,R,413278,R,7798,R,53,R,26,R,296363,R,5592,R,49,R,24,R,186051,R,3797,R,53,R,26,R,110312,R,2081,R,44,R,22,R,106051,R,2410,R,19,R,9,R,10864,R,572,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
367972,R,115,R,115,R,0,R,10,R,9,R,115,R,115,R,0,R,10,R,9,A,,A,,A,,A,,A,,R,98,R,85,R,1419425,R,14484,R,98,R,85,R,1419425,R,14484,R,0,Z,0,R,0,A,,R,70,R,61,R,437264,R,6247,R,70,R,61,R,437264,R,6247,R,0,Z,0,R,0,A,,R,70,R,61,R,543059,R,7758,R,70,R,61,R,543059,R,7758,R,0,Z,0,R,0,A,,R,2,R,20,R,2,R,20,R,1,R,10,R,7395,R,7395,R,1,R,10,R,7395,R,7395,R,1,R,10,R,7395,R,7395,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1,R,10,R,5444,R,5444,R,1,R,10,R,5444,R,5444,R,0,R,0,R,0,A,
367981,R,116,R,115,R,1,R,15,R,13,A,,A,,A,,A,,A,,R,116,R,115,R,1,R,15,R,13,R,62,R,53,R,326949,R,5273,R,62,R,54,R,326949,R,5273,R,0,R,0,R,0,A,,R,62,R,53,R,326949,R,5273,R,62,R,54,R,326949,R,5273,R,0,R,0,R,0,A,,R,69,R,59,R,507781,R,7359,R,69,R,60,R,507781,R,7359,R,0,R,0,R,0,A,,R,11,R,73,R,11,R,73,R,8,R,53,R,50660,R,6333,R,8,R,53,R,50660,R,6333,R,8,R,53,R,50660,R,6333,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,11,R,73,R,94165,R,8560,R,11,R,73,R,94165,R,8560,R,0,R,0,R,0,A,
368230,R,222,R,222,R,0,R,85,R,38,A,,A,,A,,A,,A,,R,222,R,222,R,0,R,85,R,38,R,154,R,69,R,851343,R,5528,R,154,R,69,R,851343,R,5528,R,0,Z,0,R,0,A,,R,153,R,69,R,829615,R,5422,R,153,R,69,R,829615,R,5422,R,0,Z,0,R,0,A,,R,141,R,64,R,1152834,R,8176,R,141,R,64,R,1152834,R,8176,R,0,Z,0,R,0,A,,R,75,R,88,R,75,R,88,R,66,R,78,R,394558,R,5978,R,66,R,78,R,392858,R,5952,R,66,R,78,R,387758,R,5875,R,10,R,12,R,5100,R,510,R,0,R,0,R,0,A,,R,10,R,12,R,1700,R,170,R,60,R,71,R,476500,R,7942,R,60,R,71,R,476500,R,7942,R,0,R,0,R,0,A,
368364,R,413,R,266,R,147,R,91,R,22,A,,A,,A,,A,,A,,R,413,R,266,R,147,R,91,R,22,R,91,R,22,R,513239,R,5640,R,91,R,34,R,513239,R,5640,R,0,R,0,R,0,A,,R,82,R,20,R,462214,R,5637,R,82,R,31,R,462214,R,5637,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,Z,0,A,,R,0,R,0,R,0,A,,R,82,R,90,R,82,R,90,R,82,R,90,R,432104,R,5270,R,82,R,90,R,422214,R,5149,R,82,R,90,R,422214,R,5149,R,0,R,0,R,0,A,,R,17,R,19,R,4945,R,291,R,22,R,24,R,4945,R,225,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
368407,R,44,R,44,R,0,R,2,R,5,A,,A,,A,,A,,A,,R,44,R,44,R,0,R,2,R,5,R,39,R,89,R,226689,R,5813,R,39,R,89,R,226689,R,5813,R,0,Z,0,R,0,A,,R,35,R,80,R,193564,R,5530,R,35,R,80,R,193564,R,5530,R,0,Z,0,R,0,A,,R,31,R,70,R,262302,R,8461,R,31,R,70,R,262302,R,8461,R,0,Z,0,R,0,A,,R,2,R,100,R,2,R,100,R,1,R,50,R,11092,R,11092,R,1,R,50,R,11092,R,11092,R,1,R,50,R,11092,R,11092,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,2,R,100,R,15914,R,7957,R,2,R,100,R,15914,R,7957,R,0,R,0,R,0,A,
368452,R,269,R,269,R,0,R,51,R,19,R,269,R,269,R,0,R,51,R,19,A,,A,,A,,A,,A,,R,154,R,57,R,1203809,R,7817,R,154,R,57,R,1203809,R,7817,R,0,Z,0,R,0,A,,R,154,R,57,R,849519,R,5516,R,154,R,57,R,849519,R,5516,R,0,Z,0,R,0,A,,R,142,R,53,R,1526401,R,10749,R,142,R,53,R,1526401,R,10749,R,0,Z,0,R,0,A,,R,49,R,96,R,47,R,92,R,43,R,84,R,157633,R,3666,R,43,R,84,R,86733,R,2017,R,43,R,84,R,86733,R,2017,R,0,R,0,R,0,A,,R,17,R,33,R,31000,R,1824,R,29,R,57,R,39900,R,1376,R,35,R,69,R,111653,R,3190,R,35,R,69,R,111653,R,3190,R,0,R,0,R,0,A,
368629,R,719,R,719,R,0,R,126,R,18,A,,A,,A,,A,,A,,R,719,R,719,R,0,R,126,R,18,R,213,R,30,R,1148543,R,5392,R,213,R,30,R,1148543,R,5392,R,0,Z,0,R,0,A,,R,208,R,29,R,1071715,R,5152,R,208,R,29,R,1071715,R,5152,R,0,Z,0,R,0,A,,R,370,R,51,R,3903412,R,10550,R,370,R,51,R,3903412,R,10550,R,0,Z,0,R,0,A,,R,104,R,83,R,104,R,83,R,67,R,53,R,388867,R,5804,R,66,R,52,R,334578,R,5069,R,66,R,52,R,330379,R,5006,R,13,R,10,R,4199,R,323,R,5,R,4,R,45439,R,9088,R,3,R,2,R,8850,R,2950,R,95,R,75,R,1090085,R,11475,R,94,R,75,R,885775,R,9423,R,17,R,13,R,204310,R,12018
368647,R,33,R,33,R,0,R,33,R,100,A,,A,,A,,A,,A,,R,33,R,33,R,0,R,33,R,100,R,15,R,45,R,72680,R,4845,R,15,R,45,R,72680,R,4845,R,0,Z,0,R,0,A,,R,13,R,39,R,50255,R,3866,R,13,R,39,R,50255,R,3866,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,Z,0,A,,R,0,Z,0,R,0,A,,R,15,R,45,R,15,R,45,R,15,R,45,R,72680,R,4845,R,13,R,39,R,50255,R,3866,R,13,R,39,R,50255,R,3866,R,0,R,0,R,0,A,,R,5,R,15,R,22425,R,4485,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
368771,R,859,R,859,R,0,R,48,R,6,A,,A,,A,,A,,A,,R,859,R,859,R,0,R,48,R,6,R,446,R,52,R,3105595,R,6963,R,446,R,52,R,3105595,R,6963,R,0,Z,0,R,0,A,,R,446,R,52,R,3052195,R,6843,R,446,R,52,R,3052195,R,6843,R,0,Z,0,R,0,A,,R,773,R,90,R,8008386,R,10360,R,773,R,90,R,8008386,R,10360,R,0,Z,0,R,0,A,,R,47,R,98,R,47,R,98,R,41,R,85,R,260396,R,6351,R,41,R,85,R,260396,R,6351,R,41,R,85,R,257996,R,6293,R,6,R,13,R,2400,R,400,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,47,R,98,R,491648,R,10461,R,47,R,98,R,491648,R,10461,R,0,R,0,R,0,A,
368832,R,83,R,83,R,0,R,2,R,2,A,,A,,A,,A,,A,,R,83,R,83,R,0,R,2,R,2,R,53,R,64,R,223617,R,4219,R,53,R,64,R,223617,R,4219,R,0,Z,0,R,0,A,,R,53,R,64,R,216846,R,4091,R,53,R,64,R,216846,R,4091,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,2,R,100,R,2,R,100,R,2,R,100,R,7395,R,3698,R,2,R,100,R,7395,R,3698,R,2,R,100,R,7395,R,3698,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
368911,R,1887,R,1091,R,796,R,102,R,5,R,1887,R,1091,R,796,R,102,R,5,A,,A,,A,,A,,A,,R,1744,R,92,R,7969095,R,4569,R,949,R,87,R,5438961,R,5731,R,795,R,100,R,2530134,R,3183,R,744,R,39,R,3851697,R,5177,R,737,R,68,R,3827005,R,5193,R,7,R,1,R,24692,R,3527,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,97,R,95,R,97,R,95,R,97,R,95,R,790306,R,8147,R,81,R,79,R,543856,R,6714,R,81,R,79,R,530656,R,6551,R,38,R,37,R,13200,R,347,R,76,R,75,R,246450,R,3243,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
369400,R,2609,R,2609,R,0,R,837,R,32,A,,A,,A,,A,,A,,R,2609,R,2609,R,0,R,837,R,32,R,1956,R,75,R,9341161,R,4776,R,1956,R,75,R,9341161,R,4776,R,0,Z,0,R,0,A,,R,1268,R,49,R,6382608,R,5034,R,1268,R,49,R,6382608,R,5034,R,0,Z,0,R,0,A,,R,1426,R,55,R,9539903,R,6690,R,1426,R,55,R,9539903,R,6690,R,0,Z,0,R,0,A,,R,775,R,93,R,775,R,93,R,659,R,79,R,3842882,R,5831,R,540,R,65,R,3213122,R,5950,R,536,R,64,R,2973351,R,5547,R,198,R,24,R,239771,R,1211,R,0,R,0,R,0,A,,R,322,R,38,R,629760,R,1956,R,616,R,74,R,5403682,R,8772,R,610,R,73,R,3932526,R,6447,R,161,R,19,R,1471156,R,9138
369419,R,2072,R,2072,R,0,R,596,R,29,A,,A,,A,,A,,A,,R,2072,R,2072,R,0,R,596,R,29,R,602,R,29,R,2837640,R,4714,R,602,R,29,R,2837640,R,4714,R,0,Z,0,R,0,A,,R,325,R,16,R,1444942,R,4446,R,325,R,16,R,1444942,R,4446,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,522,R,88,R,522,R,88,R,522,R,88,R,2241270,R,4294,R,366,R,61,R,1720701,R,4701,R,282,R,47,R,1251547,R,4438,R,350,R,59,R,469154,R,1340,R,295,R,49,R,469154,R,1590,R,72,R,12,R,51415,R,714,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
369446,R,102,R,102,R,0,R,68,R,67,A,,A,,A,,A,,A,,R,102,R,102,R,0,R,68,R,67,R,18,R,18,R,87142,R,4841,R,18,R,18,R,87142,R,4841,R,0,Z,0,R,0,A,,R,18,R,18,R,87142,R,4841,R,18,R,18,R,87142,R,4841,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,18,R,26,R,18,R,26,R,18,R,26,R,87142,R,4841,R,18,R,26,R,87142,R,4841,R,18,R,26,R,87142,R,4841,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
369455,R,187,R,187,R,0,R,16,R,9,R,187,R,187,R,0,R,16,R,9,A,,A,,A,,A,,A,,R,111,R,59,R,695182,R,6263,R,111,R,59,R,695182,R,6263,R,0,Z,0,R,0,A,,R,111,R,59,R,695182,R,6263,R,111,R,59,R,695182,R,6263,R,0,Z,0,R,0,A,,R,166,R,89,R,1359374,R,8189,R,166,R,89,R,1359374,R,8189,R,0,Z,0,R,0,A,,R,7,R,44,R,7,R,44,R,4,R,25,R,25996,R,6499,R,4,R,25,R,25996,R,6499,R,4,R,25,R,25996,R,6499,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,7,R,44,R,70759,R,10108,R,7,R,44,R,70759,R,10108,R,0,R,0,R,0,A,
369516,R,122,R,122,R,0,R,5,R,4,R,122,R,122,R,0,R,5,R,4,A,,A,,A,,A,,A,,R,112,R,92,R,795779,R,7105,R,112,R,92,R,795779,R,7105,R,0,Z,0,R,0,A,,R,103,R,84,R,723942,R,7029,R,103,R,84,R,723942,R,7029,R,0,Z,0,R,0,A,,R,95,R,78,R,806462,R,8489,R,95,R,78,R,806462,R,8489,R,0,Z,0,R,0,A,,R,5,R,100,R,5,R,100,R,4,R,80,R,21660,R,5415,R,3,R,60,R,19720,R,6573,R,3,R,60,R,19720,R,6573,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1,R,20,R,1940,R,1940,R,3,R,60,R,18748,R,6249,R,3,R,60,R,18748,R,6249,R,0,R,0,R,0,A,
369668,R,215,R,179,R,36,R,132,R,61,A,,A,,A,,A,,A,,R,215,R,179,R,36,R,132,R,61,R,140,R,65,R,977129,R,6979,R,137,R,77,R,977119,R,7132,R,3,R,8,R,10,R,3,R,120,R,56,R,455992,R,3800,R,120,R,67,R,455992,R,3800,R,0,R,0,R,0,A,,R,110,R,51,R,1035713,R,9416,R,110,R,61,R,1035713,R,9416,R,0,R,0,R,0,A,,R,102,R,77,R,98,R,74,R,89,R,67,R,624831,R,7021,R,80,R,61,R,394561,R,4932,R,75,R,57,R,326328,R,4351,R,12,R,9,R,68233,R,5686,R,60,R,45,R,217320,R,3622,R,6,R,5,R,12950,R,2158,R,85,R,64,R,660918,R,7776,R,72,R,55,R,520592,R,7230,R,18,R,14,R,140326,R,7796
369686,R,413,R,413,R,0,R,321,R,78,A,,A,,A,,A,,A,,R,413,R,413,R,0,R,321,R,78,R,413,R,100,R,2124286,R,5144,R,413,R,100,R,2124286,R,5144,R,0,Z,0,R,0,A,,R,413,R,100,R,2124286,R,5144,R,413,R,100,R,2124286,R,5144,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,321,R,100,R,321,R,100,R,321,R,100,R,1651079,R,5144,R,321,R,100,R,1651079,R,5144,R,321,R,100,R,1651079,R,5144,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
369783,R,493,R,493,R,0,R,285,R,58,A,,A,,A,,A,,A,,R,493,R,493,R,0,R,285,R,58,R,434,R,88,R,2663200,R,6136,R,434,R,88,R,2663200,R,6136,R,0,Z,0,R,0,A,,R,434,R,88,R,2593269,R,5975,R,434,R,88,R,2593269,R,5975,R,0,Z,0,R,0,A,,R,402,R,82,R,2903175,R,7222,R,402,R,82,R,2903175,R,7222,R,0,Z,0,R,0,A,,R,260,R,91,R,260,R,91,R,248,R,87,R,1506399,R,6074,R,248,R,87,R,1506399,R,6074,R,248,R,87,R,1467936,R,5919,R,150,R,53,R,38463,R,256,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,226,R,79,R,1580962,R,6995,R,226,R,79,R,1580962,R,6995,R,0,R,0,R,0,A,
369950,R,241,R,241,R,0,R,125,R,52,A,,A,,A,,A,,A,,R,241,R,241,R,0,R,125,R,52,R,112,R,46,R,590128,R,5269,R,112,R,46,R,590128,R,5269,R,0,Z,0,R,0,A,,R,46,R,19,R,191652,R,4166,R,46,R,19,R,191652,R,4166,R,0,Z,0,R,0,A,,R,46,R,19,R,253598,R,5513,R,46,R,19,R,253598,R,5513,R,0,Z,0,R,0,A,,R,89,R,71,R,89,R,71,R,89,R,71,R,423718,R,4761,R,67,R,54,R,307800,R,4594,R,41,R,33,R,170806,R,4166,R,26,R,21,R,136994,R,5269,R,22,R,18,R,115918,R,5269,R,0,R,0,R,0,A,,R,80,R,64,R,355630,R,4445,R,41,R,33,R,226033,R,5513,R,39,R,31,R,129597,R,3323
