UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A
183062,R,2718,R,2681,R,37,R,727,R,27,R,2718,R,2681,R,37,R,727,R,27,A,,A,,A,,A,,A,,R,2611,R,96,R,28219099,R,10808,R,2611,R,97,R,28219099,R,10808,R,0,R,0,R,0,A,,R,711,R,26,R,3802840,R,5349,R,711,R,27,R,3802840,R,5349,R,0,R,0,R,0,A,,R,1809,R,67,R,11204851,R,6194,R,1809,R,67,R,11204851,R,6194,R,0,R,0,R,0,A,,R,727,R,100,R,727,R,100,R,727,R,100,R,8943831,R,12302,R,238,R,33,R,1494595,R,6280,R,207,R,28,R,1074028,R,5189,R,237,R,33,R,420567,R,1775,R,142,R,20,R,372108,R,2620,R,727,R,100,R,7077128,R,9735,R,488,R,67,R,4496258,R,9214,R,473,R,65,R,2448814,R,5177,R,144,R,20,R,2047444,R,14218
183071,R,524,R,486,R,38,R,68,R,13,R,524,R,486,R,38,R,68,R,13,A,,A,,A,,A,,A,,R,403,R,77,R,2934862,R,7283,R,402,R,83,R,2923939,R,7273,R,1,R,3,R,10923,R,10923,R,151,R,29,R,749673,R,4965,R,151,R,31,R,749673,R,4965,R,0,R,0,R,0,A,,R,226,R,43,R,1596137,R,7063,R,226,R,47,R,1596137,R,7063,R,0,R,0,R,0,A,,R,62,R,91,R,62,R,91,R,59,R,87,R,585680,R,9927,R,16,R,24,R,98827,R,6177,R,16,R,24,R,82927,R,5183,R,11,R,16,R,15900,R,1445,R,10,R,15,R,12000,R,1200,R,58,R,85,R,474853,R,8187,R,20,R,29,R,85282,R,4264,R,20,R,29,R,85282,R,4264,R,0,R,0,R,0,A,
183080,R,3336,R,3298,R,38,R,982,R,29,R,3336,R,3298,R,38,R,982,R,29,A,,A,,A,,A,,A,,R,3137,R,94,R,33297209,R,10614,R,3137,R,95,R,33297209,R,10614,R,0,R,0,R,0,A,,R,937,R,28,R,4948949,R,5282,R,937,R,28,R,4948949,R,5282,R,0,R,0,R,0,A,,R,2306,R,69,R,14604188,R,6333,R,2306,R,70,R,14604188,R,6333,R,0,R,0,R,0,A,,R,981,R,100,R,981,R,100,R,981,R,100,R,10829605,R,11039,R,306,R,31,R,1967577,R,6430,R,306,R,31,R,1804806,R,5898,R,225,R,23,R,162771,R,723,R,191,R,19,R,392060,R,2053,R,981,R,100,R,8469968,R,8634,R,695,R,71,R,6639673,R,9553,R,671,R,68,R,3591879,R,5353,R,188,R,19,R,3047794,R,16212
183099,R,2613,R,2135,R,478,R,322,R,12,R,2613,R,2135,R,478,R,322,R,12,A,,A,,A,,A,,A,,R,1255,R,48,R,7687098,R,6125,R,1062,R,50,R,7520977,R,7082,R,193,R,40,R,166121,R,861,R,739,R,28,R,4464790,R,6042,R,732,R,34,R,4435663,R,6060,R,7,R,1,R,29127,R,4161,R,917,R,35,R,5610392,R,6118,R,912,R,43,R,5590072,R,6129,R,5,R,1,R,20320,R,4064,R,247,R,77,R,234,R,73,R,163,R,51,R,1282566,R,7869,R,132,R,41,R,786531,R,5959,R,132,R,41,R,741931,R,5621,R,60,R,19,R,44600,R,743,R,141,R,44,R,487595,R,3458,R,10,R,3,R,8440,R,844,R,162,R,50,R,964130,R,5951,R,158,R,49,R,816718,R,5169,R,14,R,4,R,147412,R,10529
183105,R,508,R,420,R,88,R,75,R,15,R,508,R,420,R,88,R,75,R,15,A,,A,,A,,A,,A,,R,354,R,70,R,2338786,R,6607,R,317,R,75,R,2288226,R,7218,R,37,R,42,R,50560,R,1366,R,204,R,40,R,1342561,R,6581,R,203,R,48,R,1336090,R,6582,R,1,R,1,R,6471,R,6471,R,161,R,32,R,1050813,R,6527,R,161,R,38,R,1050813,R,6527,R,0,R,0,R,0,A,,R,58,R,77,R,54,R,72,R,48,R,64,R,332625,R,6930,R,33,R,44,R,216452,R,6559,R,33,R,44,R,175292,R,5312,R,13,R,17,R,41160,R,3166,R,39,R,52,R,107119,R,2747,R,11,R,15,R,9054,R,823,R,26,R,35,R,156955,R,6037,R,26,R,35,R,156955,R,6037,R,0,R,0,R,0,A,
183114,R,674,R,601,R,73,R,29,R,4,R,674,R,601,R,73,R,29,R,4,A,,A,,A,,A,,A,,R,410,R,61,R,2866636,R,6992,R,379,R,63,R,2794403,R,7373,R,31,R,42,R,72233,R,2330,R,268,R,40,R,1747464,R,6520,R,267,R,44,R,1741917,R,6524,R,1,R,1,R,5547,R,5547,R,281,R,42,R,1994189,R,7097,R,277,R,46,R,1981628,R,7154,R,4,R,5,R,12561,R,3140,R,21,R,72,R,20,R,69,R,18,R,62,R,159656,R,8870,R,14,R,48,R,102427,R,7316,R,14,R,48,R,101227,R,7231,R,3,R,10,R,1200,R,400,R,17,R,59,R,47322,R,2784,R,6,R,21,R,9907,R,1651,R,12,R,41,R,73334,R,6111,R,12,R,41,R,73334,R,6111,Z,0,R,0,Z,0,A,
183123,R,695,R,486,R,209,R,95,R,14,R,695,R,486,R,209,R,95,R,14,A,,A,,A,,A,,A,,R,460,R,66,R,2315758,R,5034,R,292,R,60,R,2186653,R,7489,R,168,R,80,R,129105,R,768,R,187,R,27,R,1197277,R,6403,R,186,R,38,R,1189882,R,6397,R,1,R,0,R,7395,R,7395,R,191,R,27,R,1139909,R,5968,R,191,R,39,R,1139909,R,5968,R,0,R,0,R,0,A,,R,83,R,87,R,76,R,80,R,71,R,75,R,515894,R,7266,R,49,R,52,R,335616,R,6849,R,49,R,52,R,297204,R,6065,R,10,R,11,R,38412,R,3841,R,55,R,58,R,163431,R,2971,R,25,R,26,R,16847,R,674,R,40,R,42,R,244079,R,6102,R,40,R,42,R,204879,R,5122,R,4,R,4,R,39200,R,9800
183132,R,2012,R,1610,R,402,R,265,R,13,R,2012,R,1610,R,402,R,265,R,13,A,,A,,A,,A,,A,,R,945,R,47,R,5948017,R,6294,R,784,R,49,R,5515847,R,7036,R,161,R,40,R,432170,R,2684,R,503,R,25,R,3606733,R,7170,R,497,R,31,R,3564616,R,7172,R,6,R,1,R,42117,R,7020,R,523,R,26,R,3327332,R,6362,R,516,R,32,R,3300402,R,6396,R,7,R,2,R,26930,R,3847,R,186,R,70,R,180,R,68,R,142,R,54,R,1012494,R,7130,R,97,R,37,R,684410,R,7056,R,96,R,36,R,667760,R,6956,R,18,R,7,R,16650,R,925,R,111,R,42,R,302157,R,2722,R,43,R,16,R,25927,R,603,R,89,R,34,R,549849,R,6178,R,88,R,33,R,492777,R,5600,R,5,R,2,R,57072,R,11414
183141,R,1262,R,1039,R,223,R,145,R,11,R,1262,R,1039,R,223,R,145,R,11,A,,A,,A,,A,,A,,R,552,R,44,R,3063792,R,5550,R,443,R,43,R,2841353,R,6414,R,109,R,49,R,222439,R,2041,R,303,R,24,R,1877454,R,6196,R,299,R,29,R,1851924,R,6194,R,4,R,2,R,25530,R,6383,R,257,R,20,R,1634051,R,6358,R,255,R,25,R,1630361,R,6394,R,2,R,1,R,3690,R,1845,R,91,R,63,R,87,R,60,R,71,R,49,R,435761,R,6137,R,49,R,34,R,287985,R,5877,R,48,R,33,R,287610,R,5992,R,1,R,1,R,375,R,375,R,48,R,33,R,126147,R,2628,R,20,R,14,R,21629,R,1081,R,40,R,28,R,244886,R,6122,R,39,R,27,R,199779,R,5123,R,3,R,2,R,45107,R,15036
183150,R,1440,R,1240,R,200,R,156,R,11,R,1440,R,1240,R,200,R,156,R,11,A,,A,,A,,A,,A,,R,612,R,43,R,3916518,R,6400,R,532,R,43,R,3767511,R,7082,R,80,R,40,R,149007,R,1863,R,371,R,26,R,2465537,R,6646,R,368,R,30,R,2453847,R,6668,R,3,R,2,R,11690,R,3897,R,338,R,23,R,2112984,R,6251,R,338,R,27,R,2112984,R,6251,R,0,R,0,R,0,A,,R,89,R,57,R,86,R,55,R,67,R,43,R,479126,R,7151,R,49,R,31,R,291525,R,5949,R,49,R,31,R,283425,R,5784,R,22,R,14,R,8100,R,368,R,55,R,35,R,173089,R,3147,R,16,R,10,R,14512,R,907,R,42,R,27,R,203205,R,4838,R,41,R,26,R,195205,R,4761,R,1,R,1,R,8000,R,8000
183202,R,100,R,100,R,0,R,17,R,17,A,,A,,A,,A,,A,,R,100,R,100,R,0,R,17,R,17,R,35,R,35,R,144055,R,4116,R,35,R,35,R,144055,R,4116,R,0,Z,0,R,0,A,,R,27,R,27,R,133157,R,4932,R,27,R,27,R,133157,R,4932,R,0,Z,0,R,0,A,,R,55,R,55,R,432679,R,7867,R,55,R,55,R,432679,R,7867,R,0,Z,0,R,0,A,,R,13,R,76,R,13,R,76,R,9,R,53,R,42558,R,4729,R,9,R,53,R,42558,R,4729,R,9,R,53,R,42558,R,4729,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,10,R,59,R,92332,R,9233,R,10,R,59,R,92332,R,9233,R,0,R,0,R,0,A,
183211,R,1335,R,1311,R,24,R,280,R,21,R,1335,R,1311,R,24,R,280,R,21,A,,A,,A,,A,,A,,R,1140,R,85,R,22520081,R,19754,R,1140,R,87,R,22520081,R,19754,R,0,R,0,R,0,A,,R,378,R,28,R,1858471,R,4917,R,378,R,29,R,1858471,R,4917,R,0,R,0,R,0,A,,R,931,R,70,R,6335289,R,6805,R,931,R,71,R,6335289,R,6805,R,0,R,0,R,0,A,,R,274,R,98,R,274,R,98,R,274,R,98,R,6829975,R,24927,R,84,R,30,R,511518,R,6090,R,83,R,30,R,440691,R,5310,R,40,R,14,R,70827,R,1771,R,50,R,18,R,367852,R,7357,R,274,R,98,R,5950605,R,21718,R,209,R,75,R,2036420,R,9744,R,203,R,73,R,1059811,R,5221,R,55,R,20,R,976609,R,17757
183239,R,2052,R,2032,R,20,R,573,R,28,R,2052,R,2032,R,20,R,573,R,28,A,,A,,A,,A,,A,,R,2030,R,99,R,63870248,R,31463,R,2028,R,100,R,63838288,R,31478,R,2,R,10,R,31960,R,15980,R,233,R,11,R,1172117,R,5031,R,233,R,11,R,1172117,R,5031,R,0,R,0,R,0,A,,R,1406,R,69,R,9177957,R,6528,R,1406,R,69,R,9177957,R,6528,R,0,R,0,R,0,A,,R,573,R,100,R,573,R,100,R,573,R,100,R,18166576,R,31704,R,81,R,14,R,530448,R,6549,R,80,R,14,R,424173,R,5302,R,80,R,14,R,106275,R,1328,R,19,R,3,R,27500,R,1447,R,573,R,100,R,17608628,R,30731,R,407,R,71,R,4226243,R,10384,R,398,R,69,R,2162660,R,5434,R,96,R,17,R,2063583,R,21496
183248,R,104,R,91,R,13,R,1,R,1,R,104,R,91,R,13,R,1,R,1,A,,A,,A,,A,,A,,R,46,R,44,R,337104,R,7328,R,46,R,51,R,337104,R,7328,R,0,R,0,R,0,A,,R,20,R,19,R,126640,R,6332,R,20,R,22,R,126640,R,6332,R,0,R,0,R,0,A,,R,55,R,53,R,459622,R,8357,R,55,R,60,R,459622,R,8357,R,0,R,0,R,0,A,,R,1,R,100,R,0,R,0,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,
183257,R,1100,R,1018,R,82,R,9,R,1,R,1100,R,1018,R,82,R,9,R,1,A,,A,,A,,A,,A,,R,401,R,36,R,2255598,R,5625,R,401,R,39,R,2255598,R,5625,R,0,R,0,R,0,A,,R,350,R,32,R,1397689,R,3993,R,350,R,34,R,1397689,R,3993,R,0,R,0,R,0,A,,R,364,R,33,R,1920846,R,5277,R,364,R,36,R,1920846,R,5277,R,0,R,0,R,0,A,,R,7,R,78,R,7,R,78,R,5,R,56,R,27804,R,5561,R,3,R,33,R,18485,R,6162,R,3,R,33,R,17285,R,5762,R,3,R,33,R,1200,R,400,R,1,R,11,R,1000,R,1000,R,4,R,44,R,8319,R,2080,R,5,R,56,R,18545,R,3709,R,5,R,56,R,18545,R,3709,R,0,R,0,R,0,A,
183275,R,101,R,101,R,0,R,25,R,25,R,101,R,101,R,0,R,25,R,25,A,,A,,A,,A,,A,,R,98,R,97,R,2238741,R,22844,R,98,R,97,R,2238741,R,22844,R,0,Z,0,R,0,A,,R,45,R,45,R,242086,R,5380,R,45,R,45,R,242086,R,5380,R,0,Z,0,R,0,A,,R,83,R,82,R,569000,R,6855,R,83,R,82,R,569000,R,6855,R,0,Z,0,R,0,A,,R,24,R,96,R,24,R,96,R,24,R,96,R,575842,R,23993,R,10,R,40,R,54650,R,5465,R,10,R,40,R,53650,R,5365,R,4,R,16,R,1000,R,250,R,0,R,0,R,0,A,,R,24,R,96,R,521192,R,21716,R,21,R,84,R,125300,R,5967,R,21,R,84,R,115500,R,5500,R,1,R,4,R,9800,R,9800
183488,R,874,R,874,R,0,R,92,R,11,R,874,R,874,R,0,R,92,R,11,A,,A,,A,,A,,A,,R,759,R,87,R,7314557,R,9637,R,759,R,87,R,7314557,R,9637,R,0,Z,0,R,0,A,,R,617,R,71,R,2957421,R,4793,R,617,R,71,R,2957421,R,4793,R,0,Z,0,R,0,A,,R,483,R,55,R,3082554,R,6382,R,483,R,55,R,3082554,R,6382,R,0,Z,0,R,0,A,,R,73,R,79,R,73,R,79,R,73,R,79,R,271020,R,3713,R,61,R,66,R,196316,R,3218,R,61,R,66,R,188441,R,3089,R,45,R,49,R,7875,R,175,R,0,R,0,R,0,A,,R,73,R,79,R,74704,R,1023,R,65,R,71,R,249908,R,3845,R,65,R,71,R,249908,R,3845,R,0,R,0,R,0,A,
183600,R,35,R,35,R,0,R,5,R,14,R,35,R,35,R,0,R,5,R,14,A,,A,,A,,A,,A,,R,18,R,51,R,108000,R,6000,R,18,R,51,R,108000,R,6000,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,
183655,R,4273,R,3860,R,413,R,634,R,15,R,4273,R,3860,R,413,R,634,R,15,A,,A,,A,,A,,A,,R,2714,R,64,R,14916138,R,5496,R,2567,R,67,R,14170204,R,5520,R,147,R,36,R,745934,R,5074,R,2143,R,50,R,9363353,R,4369,R,2060,R,53,R,8902418,R,4322,R,83,R,20,R,460935,R,5553,R,325,R,8,R,1747430,R,5377,R,309,R,8,R,1664838,R,5388,R,16,R,4,R,82592,R,5162,R,490,R,77,R,490,R,77,R,477,R,75,R,3222972,R,6757,R,404,R,64,R,2161556,R,5350,R,382,R,60,R,2103556,R,5507,R,107,R,17,R,58000,R,542,R,324,R,51,R,925766,R,2857,R,78,R,12,R,135650,R,1739,R,38,R,6,R,178460,R,4696,R,38,R,6,R,178460,R,4696,R,0,R,0,R,0,A,
183725,R,655,R,655,R,0,R,234,R,36,A,,A,,A,,A,,A,,R,655,R,655,R,0,R,234,R,36,R,486,R,74,R,2814099,R,5790,R,486,R,74,R,2814099,R,5790,R,0,Z,0,R,0,A,,R,478,R,73,R,2662153,R,5569,R,478,R,73,R,2662153,R,5569,R,0,Z,0,R,0,A,,R,470,R,72,R,3275970,R,6970,R,470,R,72,R,3275970,R,6970,R,0,Z,0,R,0,A,,R,222,R,95,R,222,R,95,R,203,R,87,R,1303634,R,6422,R,202,R,86,R,1234152,R,6110,R,202,R,86,R,1220277,R,6041,R,37,R,16,R,13875,R,375,R,7,R,3,R,35500,R,5071,R,49,R,21,R,33982,R,694,R,210,R,90,R,1865320,R,8882,R,208,R,89,R,1727001,R,8303,R,35,R,15,R,138319,R,3952
183743,R,11801,R,10598,R,1203,R,2062,R,17,R,11801,R,10598,R,1203,R,2062,R,17,A,,A,,A,,A,,A,,R,5152,R,44,R,31373708,R,6090,R,5141,R,49,R,31310116,R,6090,R,11,R,1,R,63592,R,5781,R,4109,R,35,R,21578984,R,5252,R,4103,R,39,R,21536783,R,5249,R,6,R,0,R,42201,R,7034,R,2187,R,19,R,12081891,R,5524,R,2184,R,21,R,12059141,R,5522,R,3,R,0,R,22750,R,7583,R,1387,R,67,R,1362,R,66,R,1362,R,66,R,8953495,R,6574,R,1046,R,51,R,6406313,R,6125,R,1046,R,51,R,6361097,R,6081,R,61,R,3,R,45216,R,741,R,838,R,41,R,2547182,R,3040,R,0,R,0,R,0,A,,R,500,R,24,R,2320790,R,4642,R,494,R,24,R,2279811,R,4615,R,11,R,1,R,40979,R,3725
183789,R,1900,R,1798,R,102,R,172,R,9,R,1900,R,1798,R,102,R,172,R,9,A,,A,,A,,A,,A,,R,1658,R,87,R,18447813,R,11127,R,1607,R,89,R,18261600,R,11364,R,51,R,50,R,186213,R,3651,R,1175,R,62,R,5498029,R,4679,R,1134,R,63,R,5359530,R,4726,R,41,R,40,R,138499,R,3378,R,1295,R,68,R,8457512,R,6531,R,1241,R,69,R,8090014,R,6519,R,54,R,53,R,367498,R,6806,R,168,R,98,R,168,R,98,R,166,R,97,R,2806890,R,16909,R,139,R,81,R,876613,R,6307,R,139,R,81,R,791613,R,5695,R,103,R,60,R,85000,R,825,R,106,R,62,R,1126589,R,10628,R,152,R,88,R,803688,R,5287,R,71,R,41,R,432605,R,6093,R,70,R,41,R,383378,R,5477,R,3,R,2,R,49227,R,16409
183804,R,3532,R,3532,R,0,R,0,R,0,R,3532,R,3532,R,0,R,0,R,0,A,,A,,A,,A,,A,,R,3529,R,100,R,89027428,R,25227,R,3529,R,100,R,89027428,R,25227,R,0,Z,0,R,0,A,,R,2631,R,74,R,15143315,R,5756,R,2631,R,74,R,15143315,R,5756,R,0,Z,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,Z,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
183822,R,911,R,902,R,9,R,180,R,20,R,911,R,902,R,9,R,180,R,20,A,,A,,A,,A,,A,,R,803,R,88,R,11352499,R,14138,R,799,R,89,R,11343550,R,14197,R,4,R,44,R,8949,R,2237,R,641,R,70,R,3650052,R,5694,R,639,R,71,R,3648141,R,5709,R,2,R,22,R,1911,R,956,R,807,R,89,R,3489959,R,4325,R,803,R,89,R,3476105,R,4329,R,4,R,44,R,13854,R,3464,R,174,R,97,R,173,R,96,R,166,R,92,R,2427801,R,14625,R,139,R,77,R,875413,R,6298,R,138,R,77,R,820908,R,5949,R,96,R,53,R,54505,R,568,R,142,R,79,R,1227909,R,8647,R,83,R,46,R,324479,R,3909,R,166,R,92,R,612806,R,3692,R,166,R,92,R,519302,R,3128,R,9,R,5,R,93504,R,10389
183859,R,9916,R,7898,R,2018,R,1258,R,13,R,9916,R,7898,R,2018,R,1258,R,13,A,,A,,A,,A,,A,,R,3358,R,34,R,18428877,R,5488,R,3348,R,42,R,18413806,R,5500,R,10,R,0,R,15071,R,1507,R,2388,R,24,R,11201926,R,4691,R,2383,R,30,R,11191470,R,4696,R,5,R,0,R,10456,R,2091,R,712,R,7,R,3925648,R,5514,R,711,R,9,R,3922679,R,5517,R,1,R,0,R,2969,R,2969,R,687,R,55,R,687,R,55,R,610,R,48,R,4222855,R,6923,R,461,R,37,R,2661687,R,5774,R,461,R,37,R,2632087,R,5710,R,46,R,4,R,29600,R,643,R,460,R,37,R,1524652,R,3314,R,35,R,3,R,36516,R,1043,R,109,R,9,R,567404,R,5206,R,103,R,8,R,503924,R,4892,R,8,R,1,R,63480,R,7935
183877,R,6348,R,6243,R,105,R,1353,R,21,R,6348,R,6243,R,105,R,1353,R,21,A,,A,,A,,A,,A,,R,2691,R,42,R,14808917,R,5503,R,2691,R,43,R,14808917,R,5503,R,0,R,0,R,0,A,,R,1955,R,31,R,9891567,R,5060,R,1955,R,31,R,9891567,R,5060,R,0,R,0,R,0,A,,R,524,R,8,R,2742560,R,5234,R,524,R,8,R,2742560,R,5234,R,0,R,0,R,0,A,,R,758,R,56,R,726,R,54,R,671,R,50,R,4513817,R,6727,R,520,R,38,R,3173799,R,6103,R,517,R,38,R,3136799,R,6067,R,110,R,8,R,37000,R,336,R,487,R,36,R,1290027,R,2649,R,19,R,1,R,49991,R,2631,R,96,R,7,R,461849,R,4811,R,90,R,7,R,418432,R,4649,R,6,R,0,R,43417,R,7236
183910,R,1448,R,1444,R,4,R,343,R,24,R,1448,R,1444,R,4,R,343,R,24,A,,A,,A,,A,,A,,R,1419,R,98,R,43675833,R,30779,R,1419,R,98,R,43675833,R,30779,R,0,R,0,R,0,A,,R,704,R,49,R,4045200,R,5746,R,704,R,49,R,4045200,R,5746,R,0,R,0,R,0,A,,R,928,R,64,R,3665658,R,3950,R,928,R,64,R,3665658,R,3950,R,0,R,0,R,0,A,,R,343,R,100,R,343,R,100,R,343,R,100,R,11092605,R,32340,R,193,R,56,R,1096147,R,5680,R,189,R,55,R,1062322,R,5621,R,14,R,4,R,33825,R,2416,R,164,R,48,R,1802283,R,10990,R,343,R,100,R,8194175,R,23890,R,225,R,66,R,778502,R,3460,R,206,R,60,R,572573,R,2779,R,19,R,6,R,205929,R,10838
183938,R,7591,R,6555,R,1036,R,996,R,13,R,7591,R,6555,R,1036,R,996,R,13,A,,A,,A,,A,,A,,R,3962,R,52,R,21798960,R,5502,R,3956,R,60,R,21794117,R,5509,R,6,R,1,R,4843,R,807,R,3331,R,44,R,15300844,R,4593,R,3330,R,51,R,15298552,R,4594,R,1,R,0,R,2292,R,2292,R,692,R,9,R,4407919,R,6370,R,691,R,11,R,4402669,R,6371,R,1,R,0,R,5250,R,5250,R,700,R,70,R,686,R,69,R,626,R,63,R,4246038,R,6783,R,569,R,57,R,3203822,R,5631,R,569,R,57,R,3148722,R,5534,R,151,R,15,R,55100,R,365,R,421,R,42,R,1024216,R,2433,R,9,R,1,R,18000,R,2000,R,76,R,8,R,406064,R,5343,R,71,R,7,R,357884,R,5041,R,6,R,1,R,48180,R,8030
183974,R,951,R,934,R,17,R,178,R,19,R,951,R,934,R,17,R,178,R,19,A,,A,,A,,A,,A,,R,602,R,63,R,26636978,R,44247,R,596,R,64,R,26363813,R,44235,R,6,R,35,R,273165,R,45528,R,364,R,38,R,2139723,R,5878,R,363,R,39,R,2132378,R,5874,R,1,R,6,R,7345,R,7345,R,602,R,63,R,3477123,R,5776,R,596,R,64,R,3422599,R,5743,R,6,R,35,R,54524,R,9087,R,178,R,100,R,178,R,100,R,177,R,99,R,5242180,R,29617,R,81,R,46,R,592846,R,7319,R,69,R,39,R,501736,R,7272,R,56,R,31,R,91110,R,1627,R,74,R,42,R,804649,R,10874,R,177,R,99,R,3844685,R,21721,R,130,R,73,R,882670,R,6790,R,110,R,62,R,606403,R,5513,R,20,R,11,R,276267,R,13813
183983,R,155,R,155,R,0,R,155,R,100,A,,A,,A,,A,,A,,R,155,R,155,R,0,R,155,R,100,R,47,R,30,R,245204,R,5217,R,47,R,30,R,245204,R,5217,R,0,Z,0,R,0,A,,R,42,R,27,R,230056,R,5478,R,42,R,27,R,230056,R,5478,R,0,Z,0,R,0,A,,R,46,R,30,R,177133,R,3851,R,46,R,30,R,177133,R,3851,R,0,Z,0,R,0,A,,R,93,R,60,R,88,R,57,R,47,R,30,R,245204,R,5217,R,42,R,27,R,230056,R,5478,R,42,R,27,R,230056,R,5478,R,0,R,0,R,0,A,,R,5,R,3,R,15148,R,3030,R,0,R,0,R,0,A,,R,46,R,30,R,177133,R,3851,R,46,R,30,R,177133,R,3851,Z,0,R,0,Z,0,A,
